,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
8333,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
8334,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
8335,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No
8336,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
8337,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
8338,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No
8339,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
8340,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
8341,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
8342,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes
8343,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes
8344,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
8345,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
8346,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8347,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
8348,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No
8349,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes
8350,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
8351,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes
8352,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
8353,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes
8354,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
8355,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
8356,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
8357,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
8358,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
8359,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No
8360,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
8361,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes
8362,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
8363,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
8364,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No
8365,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
8366,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
8367,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
8368,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
8369,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes
8370,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
8371,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No
8372,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes
8373,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
8374,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No
8375,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes
8376,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
8377,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No
8378,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No
8379,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No
8380,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
8381,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
8382,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes
8383,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes
8384,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
8385,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
8386,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No
8387,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
8388,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes
8389,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
8390,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
8391,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
8392,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No
8393,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
8394,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No
8395,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
8396,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
8397,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
8398,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
8399,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
8400,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
8401,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
8402,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
8403,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No
8404,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes
8405,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
8406,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
8407,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
8408,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8409,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No
8410,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
8411,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
8412,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes
8413,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
8414,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
8415,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
8416,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
8417,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes
8418,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
8419,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
8420,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
8421,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
8422,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
8423,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
8424,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
8425,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No
8426,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No
8427,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
8428,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes
8429,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No
8430,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
8431,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
8432,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No
8433,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
8434,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
8435,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
8436,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
8437,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
8438,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
8439,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
8440,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
8441,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
8442,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
8443,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
8444,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
8445,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
8446,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No
8447,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
8448,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No
8449,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8450,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
8451,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
8452,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
8453,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8454,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
8455,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8456,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No
8457,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
8458,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
8459,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No
8460,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
8461,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No
8462,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
8463,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
8464,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
8465,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No
8466,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8467,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes
8468,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
8469,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
8470,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No
8471,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
8472,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
8473,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
8474,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
8475,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8476,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
8477,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes
8478,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
8479,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No
8480,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
8481,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
8482,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
8483,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
8484,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
8485,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
8486,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes
8487,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes
8488,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
8489,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No
8490,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
8491,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8492,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
8493,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
8494,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
8495,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
8496,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
8497,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
8498,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
8499,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
8500,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes
8501,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
8502,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
8503,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
8504,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
8505,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
8506,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
8507,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
8508,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
8509,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No
8510,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No
8511,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
8512,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes
8513,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes
8514,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
8515,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
8516,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
8517,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
8518,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
8519,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
8520,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
8521,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
8522,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
8523,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
8524,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
8525,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes
8526,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
8527,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
8528,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes
8529,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
8530,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
8531,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No
8532,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
8533,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes
8534,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes
8535,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
8536,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No
8537,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No
8538,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
8539,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
8540,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No
8541,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
8542,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
8543,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No
8544,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
8545,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
8546,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No
8547,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
8548,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
8549,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8550,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
8551,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
8552,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes
8553,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
8554,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
8555,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
8556,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes
8557,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
8558,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
8559,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
8560,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
8561,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
8562,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes
8563,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes
8564,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
8565,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
8566,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
8567,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No
8568,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
8569,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
8570,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes
8571,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
8572,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8573,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No
8574,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
8575,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
8576,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
8577,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No
8578,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
8579,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
8580,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
8581,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes
8582,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
8583,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes
8584,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
8585,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No
8586,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
8587,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
8588,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
8589,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
8590,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
8591,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
8592,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
8593,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
8594,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
8595,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No
8596,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
8597,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
8598,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes
8599,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
8600,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes
8601,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
8602,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes
8603,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
8604,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
8605,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
8606,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
8607,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
8608,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
8609,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No
8610,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
8611,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No
8612,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
8613,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
8614,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
8615,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
8616,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
8617,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
8618,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
8619,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
8620,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
8621,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
8622,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
8623,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
8624,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
8625,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
8626,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
8627,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
8628,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
8629,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
8630,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
8631,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
8632,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
8633,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
8634,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
8635,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
8636,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No
8637,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
8638,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
8639,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
8640,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes
8641,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
8642,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No
8643,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
8644,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
8645,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
8646,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
8647,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes
8648,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
8649,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
8650,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No
8651,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
8652,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
8653,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
8654,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
8655,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
8656,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
8657,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
8658,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No
8659,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
8660,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
8661,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No
8662,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
8663,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
8664,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No
8665,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
8666,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No
8667,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes
8668,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
8669,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
8670,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No
8671,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
8672,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
8673,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
8674,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
8675,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
8676,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
