,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
8407,0,1,0,1,0,0,1,1,1,0,1,0
2112,0,0,1,1,0,0,1,0,1,1,1,0
1894,0,0,1,1,1,0,0,0,0,1,0,0
1707,1,1,0,1,1,1,0,0,1,1,1,0
2816,0,1,1,1,1,0,1,0,1,1,0,0
4488,0,0,0,0,1,1,0,0,1,0,1,0
8860,0,1,0,1,1,0,0,0,1,0,0,0
5324,0,0,0,1,0,1,1,0,0,1,0,0
6117,0,1,0,1,1,1,0,0,1,0,0,0
1358,0,0,1,1,1,1,0,1,0,0,1,0
6489,0,1,0,1,0,0,1,0,0,1,1,0
5835,0,1,0,1,0,0,1,0,1,1,0,0
7167,0,0,0,0,0,0,0,1,1,1,0,1
1687,0,1,1,1,1,0,1,1,1,0,1,1
4540,0,1,0,1,0,0,0,0,0,0,0,1
819,0,0,0,1,1,1,1,0,0,1,1,1
9239,0,0,0,1,1,0,1,0,0,0,1,0
2114,0,1,0,0,1,0,0,1,0,0,1,1
6577,0,0,0,1,1,1,0,0,0,1,0,1
8088,0,0,1,1,1,0,1,1,0,0,0,0
6505,0,0,1,1,0,0,1,0,0,1,0,1
7382,0,1,0,1,1,0,0,0,0,1,0,1
3538,1,1,0,0,1,1,0,1,1,1,1,1
6250,0,1,1,1,0,1,1,0,0,1,1,1
476,0,0,0,1,0,0,1,1,0,1,0,0
2027,0,0,0,1,0,1,1,1,1,1,0,1
3775,0,0,0,1,1,0,0,1,0,1,1,0
6387,0,0,1,1,0,0,0,1,1,0,1,1
335,1,0,0,1,0,0,1,1,1,0,0,0
4563,0,0,0,1,0,0,0,1,1,1,1,1
2491,1,1,0,1,0,0,1,1,0,0,0,1
4997,0,0,0,1,0,1,1,1,0,0,0,0
9095,0,1,0,1,0,0,0,1,1,1,0,0
4918,1,1,0,1,1,0,0,1,0,0,0,1
7692,0,0,0,1,1,0,0,0,1,1,1,1
165,0,1,0,1,0,0,0,0,1,0,1,0
6698,0,1,1,1,1,0,0,0,0,1,1,1
5121,0,0,0,1,0,0,0,1,0,0,0,1
6230,0,0,0,1,0,0,1,0,0,0,1,0
6772,0,1,0,1,0,1,1,0,1,0,1,0
2537,1,0,0,1,1,1,0,1,0,1,0,1
723,0,1,1,1,0,0,0,0,1,0,0,0
8213,0,0,0,1,0,0,0,0,0,0,0,1
6329,1,0,0,1,1,0,0,0,1,0,0,1
1768,0,0,0,1,0,1,1,1,0,0,0,1
3381,1,1,1,1,0,0,1,0,0,0,0,1
7920,0,0,0,1,0,0,1,1,0,0,0,1
5079,0,0,0,1,0,0,1,1,1,0,1,1
8417,0,0,1,0,1,0,0,1,0,0,1,1
9399,0,0,0,0,1,0,0,0,0,1,0,1
7777,0,1,1,1,0,0,1,0,0,1,0,1
7782,0,0,1,1,1,0,1,1,0,0,0,0
8535,0,0,0,1,1,0,1,1,1,0,1,1
4737,0,1,0,1,0,0,0,0,1,0,0,1
7892,0,0,0,1,1,1,0,1,0,0,0,1
6175,0,1,1,1,0,1,0,0,0,0,0,1
9966,0,0,0,1,1,1,1,0,0,0,1,1
5228,1,0,0,1,0,0,0,1,0,1,1,1
1627,1,0,0,1,0,1,0,0,0,0,0,1
8027,0,1,0,0,1,1,0,0,0,0,1,1
8529,0,0,0,1,0,0,1,1,0,0,1,1
7959,0,1,0,1,1,0,0,1,0,0,0,1
1720,0,0,0,1,0,0,1,1,0,0,1,0
3068,1,0,0,1,0,0,0,1,0,1,1,0
3751,0,1,1,1,1,0,0,0,0,1,0,0
4530,0,0,0,1,1,0,0,0,0,1,0,0
4878,0,1,0,1,0,1,0,0,0,1,0,0
7968,1,1,0,1,0,0,1,0,1,1,0,0
7166,1,0,0,1,0,1,0,0,0,1,1,0
703,0,0,0,1,0,0,1,1,1,1,0,0
1764,0,0,1,1,0,0,0,0,0,0,0,1
5853,0,1,0,1,0,0,1,0,1,0,1,0
2775,0,0,1,1,1,0,0,0,1,0,1,1
5363,0,0,0,1,0,0,1,1,1,1,1,0
2461,0,0,0,1,0,0,1,1,0,1,0,1
3952,0,0,0,1,0,0,1,0,1,1,1,0
7648,0,0,0,1,0,0,1,1,1,0,0,1
2665,1,0,0,1,1,0,1,1,0,0,1,1
6503,0,1,0,1,0,0,0,0,0,0,1,1
6876,0,1,1,1,1,0,1,1,0,0,1,1
7305,1,1,0,1,0,0,0,0,0,0,0,1
8266,0,1,1,1,1,1,1,0,0,1,1,0
4752,0,1,0,1,0,0,1,0,1,1,0,0
8325,1,0,0,1,1,1,0,0,0,0,0,1
1022,0,0,0,1,0,0,1,1,0,0,1,1
1110,0,0,1,1,0,1,0,1,0,1,0,1
7402,1,0,0,1,0,0,1,0,0,1,0,1
1203,0,1,0,1,1,1,1,0,0,0,1,0
5458,0,1,1,1,1,0,1,0,1,1,1,1
5147,0,0,1,1,1,1,0,1,0,0,0,1
9666,0,0,0,1,1,0,0,1,1,1,1,1
9211,1,0,0,1,1,1,0,1,0,1,0,0
7691,0,1,0,1,0,0,1,0,0,1,1,1
5163,0,0,1,1,1,0,0,0,1,0,1,0
3355,0,0,0,1,0,0,0,0,0,0,1,0
8640,1,0,0,0,0,0,1,1,0,0,0,1
3761,0,1,0,1,1,0,0,1,0,1,0,0
8183,0,0,0,1,0,1,1,0,0,1,1,0
4101,0,1,0,0,0,0,1,1,0,1,1,0
8875,0,0,1,1,1,1,1,1,0,1,0,0
6174,0,0,0,1,0,0,0,0,1,0,0,1
9302,1,1,1,1,0,1,1,1,0,1,1,1
9831,0,1,0,1,0,1,0,0,0,1,0,1
2639,0,1,0,0,0,0,0,1,0,0,0,1
4263,0,1,1,1,0,0,0,0,1,1,1,1
4107,0,1,0,1,0,0,0,0,0,0,0,0
7232,0,1,0,1,0,1,1,1,1,1,1,1
6467,0,1,0,1,0,0,1,0,0,1,0,1
8994,0,1,1,1,1,0,0,1,0,1,0,0
5517,0,0,0,1,0,1,1,0,1,0,0,0
1401,1,0,1,1,1,0,1,1,0,1,1,0
6410,0,1,1,1,0,1,0,1,0,1,1,1
4158,0,1,1,1,1,0,0,1,1,0,1,1
3670,0,0,0,1,0,1,1,1,0,0,0,1
1207,0,1,0,1,1,0,0,0,1,0,0,1
9231,1,1,0,0,1,1,0,0,1,1,0,1
2950,0,1,0,0,0,0,1,0,1,0,1,0
9732,0,0,0,1,1,0,0,0,1,1,0,1
1398,0,0,1,1,0,0,1,0,0,1,0,0
6447,0,1,0,0,0,0,1,1,0,1,0,0
577,0,1,0,1,0,0,0,1,0,0,0,1
5592,0,0,0,1,1,1,1,1,1,1,1,0
3957,0,0,0,1,1,0,1,1,0,0,0,1
4324,0,0,1,1,0,0,1,0,0,1,1,0
1137,1,0,0,1,1,0,0,1,0,0,0,0
2662,0,1,1,1,0,1,0,1,0,1,0,1
1925,0,1,0,1,0,0,0,1,1,0,1,1
4783,0,0,0,1,1,0,1,1,0,1,0,0
14,0,0,0,0,1,0,1,0,1,0,0,1
1339,0,0,0,1,1,1,0,1,0,0,0,1
2002,0,1,0,1,0,1,0,0,0,1,0,0
1092,0,0,0,0,0,0,1,0,1,0,1,0
1255,0,0,0,1,0,0,0,0,1,0,0,0
5722,0,1,1,1,1,0,1,0,0,0,1,1
3745,0,0,0,1,1,1,1,0,0,1,0,1
400,0,1,1,1,0,0,0,0,1,1,1,1
4373,0,1,0,1,1,0,0,0,0,0,0,1
7841,0,1,0,1,0,0,1,1,0,1,0,1
9774,0,0,0,0,0,1,0,0,1,0,1,1
6743,0,0,1,0,0,1,0,0,1,1,1,0
1531,0,0,0,1,1,0,1,0,1,0,1,1
893,0,1,0,1,0,1,1,1,0,1,0,1
6224,0,1,0,0,0,1,0,1,0,1,1,0
9382,0,1,0,1,0,0,1,0,0,0,0,1
6076,0,0,0,1,0,1,1,0,1,0,0,1
8578,0,1,0,1,1,1,1,0,0,0,0,0
5801,1,0,0,1,0,0,0,0,0,1,0,0
6702,0,0,1,1,0,0,1,0,0,0,0,1
5403,0,1,0,1,1,0,1,0,1,0,0,1
9518,1,1,0,1,1,0,1,1,0,0,1,0
7706,1,1,1,0,0,0,0,0,0,0,1,0
9209,0,0,1,1,0,1,1,0,0,1,0,1
984,0,0,0,1,0,0,0,1,0,0,0,0
4889,0,1,0,1,1,1,0,0,0,1,0,1
208,0,1,1,1,1,1,0,1,0,0,1,0
2413,0,1,1,1,1,0,1,0,1,0,0,0
3831,0,1,0,1,1,1,1,1,0,0,1,0
6820,1,1,0,1,1,0,1,1,0,1,0,1
3354,0,0,1,1,1,1,1,0,1,0,0,0
820,0,1,1,0,0,0,0,0,0,0,1,1
1275,1,0,0,1,1,1,1,1,0,0,1,0
5400,0,0,0,1,0,0,0,0,1,1,0,0
2892,0,1,0,1,0,1,1,0,1,0,1,0
4223,0,0,1,1,0,1,1,0,0,1,1,0
5016,0,0,0,1,1,1,1,0,0,1,0,1
8084,0,1,0,1,0,0,0,0,0,0,0,1
4198,1,0,0,1,0,1,0,1,0,1,0,1
4695,0,0,1,1,0,0,0,0,1,0,0,1
85,0,0,0,1,0,1,0,0,0,1,0,1
3002,0,0,0,1,0,1,1,1,1,1,1,0
3583,0,1,1,1,0,1,0,0,0,1,0,1
6741,0,0,0,1,1,1,0,1,1,0,0,0
4081,0,0,0,1,0,0,1,0,0,0,1,1
3901,0,1,0,1,0,0,1,1,0,0,0,0
2290,0,1,0,0,1,1,1,0,0,1,0,1
1824,1,1,0,1,0,0,0,0,1,1,0,0
9559,0,0,0,0,1,0,1,0,0,1,0,0
952,0,1,0,1,0,1,0,1,0,1,1,1
7814,0,1,1,1,1,1,1,0,0,0,1,1
7528,0,0,0,0,0,0,1,0,1,1,1,0
1364,1,1,1,1,1,0,1,0,1,1,1,1
9232,1,1,0,1,1,1,1,0,1,0,1,1
8735,0,1,0,1,0,0,1,0,1,0,0,0
3391,0,0,0,1,1,0,1,0,0,0,0,0
8215,1,0,1,1,0,0,0,1,0,1,1,0
4855,0,1,1,1,1,0,1,1,1,0,1,1
5624,0,0,0,1,1,0,1,1,0,0,1,1
2049,0,0,0,1,0,0,1,0,0,1,1,0
1403,0,1,0,1,0,1,0,0,0,0,1,0
4664,1,0,1,0,0,1,0,1,0,0,1,1
8475,0,0,0,1,1,1,1,1,1,1,0,1
7793,0,0,0,1,0,1,0,0,1,1,0,1
325,1,1,0,1,0,0,0,0,1,0,0,1
7010,0,0,0,1,1,1,1,1,0,1,0,0
2372,0,0,0,1,1,0,1,1,1,0,0,1
9899,1,0,0,1,0,0,1,0,1,1,1,1
7752,0,1,0,1,0,1,0,1,1,1,1,0
5596,0,0,0,1,1,1,1,0,0,1,1,0
4385,0,1,1,1,1,0,0,0,1,0,0,0
3858,0,0,0,1,0,0,0,1,0,1,1,0
409,0,0,1,1,1,1,0,1,0,1,1,1
3754,0,0,0,1,0,1,0,0,0,1,0,1
9078,0,1,0,1,1,0,1,0,1,0,0,1
8985,0,0,1,1,0,1,0,0,0,1,1,1
5483,0,1,1,1,0,1,1,0,0,1,1,1
2100,0,0,0,1,1,1,0,1,1,0,0,1
937,0,0,0,1,1,1,0,0,0,0,0,0
7109,0,0,0,0,1,1,1,1,0,0,1,0
6081,1,0,1,1,0,0,0,0,1,1,0,1
640,0,1,1,1,1,0,1,0,0,1,0,1
9826,0,0,0,0,0,1,1,0,0,0,0,0
7845,0,0,0,1,1,0,0,1,1,0,0,1
1100,0,1,0,1,1,1,1,0,1,1,0,1
20,0,0,0,1,0,1,1,1,0,0,1,1
1669,0,0,0,1,0,1,0,1,0,0,1,1
8812,0,1,0,1,1,0,1,1,1,1,0,1
629,1,0,1,0,0,0,1,1,0,0,1,1
9835,1,0,1,1,0,1,0,0,0,1,0,1
2613,0,1,0,1,1,0,0,0,1,1,1,1
4633,1,0,0,1,0,0,1,0,0,1,0,1
5509,0,1,1,1,1,0,0,1,0,0,0,1
3646,0,1,1,1,0,0,1,1,0,0,0,1
6269,0,0,0,1,1,0,0,1,0,1,1,1
8129,0,1,0,1,0,0,0,1,0,1,0,1
9609,0,1,0,0,0,0,0,1,0,1,1,1
2020,0,1,1,1,0,0,0,0,0,1,0,0
3166,1,0,0,1,0,0,0,1,0,1,0,1
2615,0,0,0,1,0,1,0,1,1,0,0,0
3818,0,0,0,1,1,1,0,0,0,1,1,1
5411,0,0,0,1,1,0,1,1,0,1,0,1
5169,0,0,0,1,1,0,0,0,1,0,0,1
5166,0,0,0,1,1,0,0,0,1,1,0,1
3112,1,1,0,1,1,0,1,0,0,0,0,1
2718,0,0,1,1,1,1,1,1,0,1,0,0
2636,0,0,1,1,1,1,1,1,0,0,1,1
6208,0,1,0,1,1,0,0,0,0,0,1,1
3909,1,1,0,1,1,0,1,1,0,0,1,0
491,1,1,0,1,1,1,1,0,1,1,1,0
9669,0,1,0,1,1,0,1,0,0,1,0,0
8562,0,1,0,1,0,0,1,1,0,0,0,1
3384,0,0,1,1,1,0,1,1,0,0,1,1
6232,0,0,0,1,1,1,0,0,0,0,0,1
7948,0,1,0,1,1,1,0,0,1,0,1,0
7766,0,1,0,1,1,0,1,1,1,0,0,0
4898,0,1,0,1,0,0,1,0,1,0,0,1
1841,0,0,1,1,0,1,1,0,0,1,0,1
536,0,1,0,1,1,0,1,0,0,1,0,1
3454,0,1,0,1,1,1,1,0,0,1,1,1
7307,0,1,1,1,1,0,1,0,1,1,1,0
2164,0,0,0,1,0,1,0,0,0,1,1,0
3932,0,1,1,1,0,0,1,0,0,0,0,1
972,0,0,0,1,1,1,0,0,1,1,1,0
832,0,0,0,1,1,1,0,0,1,1,0,0
7324,0,1,1,1,0,0,0,1,0,0,0,0
8741,0,1,0,1,0,1,1,1,1,1,1,1
3105,1,1,0,1,1,0,1,0,0,0,0,1
5711,0,1,0,1,1,1,1,0,0,0,0,1
678,0,0,0,1,1,0,1,0,0,0,0,1
6070,0,0,1,0,0,0,1,0,0,1,1,1
8397,0,1,1,1,0,1,1,0,0,1,1,1
6499,0,1,0,1,0,0,1,0,0,1,1,1
3777,0,0,0,1,0,1,1,0,0,1,0,1
9816,1,1,0,1,0,0,0,0,1,1,0,1
863,0,1,1,1,1,0,1,0,0,1,0,1
4120,1,1,0,1,0,0,1,1,0,0,0,0
4177,0,0,0,1,1,1,1,0,0,1,1,0
1015,0,1,0,1,1,1,0,1,1,0,0,1
8596,0,0,0,0,1,0,0,0,1,1,1,1
8463,0,1,0,1,1,0,0,0,0,1,0,1
5143,0,1,0,1,1,1,1,0,0,1,0,1
2632,0,1,0,1,1,1,1,0,1,0,1,0
1935,0,1,1,0,0,1,1,1,0,1,1,0
7555,0,1,0,1,0,0,1,0,0,1,0,1
2392,0,0,0,1,0,0,1,0,0,0,0,1
5886,0,1,0,1,0,0,0,1,1,0,0,1
7893,0,1,0,1,0,0,0,0,1,0,0,1
181,0,0,1,1,1,0,0,0,0,1,1,1
7285,0,0,0,0,0,0,1,0,0,1,1,1
9414,0,1,0,1,1,0,0,1,0,0,0,1
1187,0,1,1,1,0,0,1,0,0,1,0,1
555,1,0,0,1,0,1,0,1,0,0,1,1
6668,0,0,0,1,1,1,1,0,0,0,0,1
1178,1,0,1,1,1,0,1,0,1,1,1,0
1592,0,1,0,1,1,1,0,1,0,0,1,1
3335,0,0,0,0,1,0,0,0,1,0,0,1
7161,0,0,0,1,1,1,1,0,0,0,0,1
2308,1,1,0,1,1,0,0,1,1,1,1,1
2715,0,0,1,1,0,1,1,1,0,1,0,1
4778,0,0,1,1,0,0,0,1,0,1,0,1
8789,0,0,1,1,0,0,1,0,1,0,0,0
6431,0,1,0,1,0,0,1,1,0,1,1,1
1688,0,1,0,1,0,0,0,0,0,0,1,0
5427,0,0,0,1,1,0,0,0,1,0,1,0
6737,0,1,1,0,1,0,0,0,1,1,0,0
8400,1,1,0,1,1,0,1,0,0,0,1,1
5866,0,0,0,1,1,0,1,1,0,0,0,1
3461,0,1,0,0,1,0,0,1,1,1,0,1
689,0,0,0,1,1,0,1,1,0,0,1,0
4958,0,1,0,0,1,0,1,1,0,1,1,0
9869,0,1,1,0,1,1,0,1,1,1,0,1
8725,0,0,1,1,1,1,0,1,1,0,0,1
9182,0,0,0,0,0,0,0,1,1,0,0,1
6816,0,0,0,1,1,1,0,1,1,1,1,1
5405,0,0,0,1,1,1,0,0,1,1,0,1
1328,0,0,0,1,0,0,1,1,0,1,0,0
4726,0,1,0,1,1,1,0,1,1,1,0,1
5479,0,0,1,1,0,0,1,1,0,1,0,0
1062,1,1,1,1,1,1,0,0,1,0,0,1
9445,0,0,0,1,1,0,0,1,0,0,1,1
6370,0,0,0,0,0,0,0,0,0,0,1,0
6163,0,1,1,1,1,0,1,0,0,0,1,1
3734,0,1,0,0,1,0,1,1,0,1,0,1
8703,0,1,0,1,0,0,0,0,0,0,0,1
7884,0,1,1,1,0,0,0,1,0,0,0,0
1851,0,1,0,1,1,0,0,1,1,0,1,1
9427,0,1,1,1,0,1,1,1,0,0,1,1
7805,0,1,0,1,1,0,1,0,0,1,0,1
5368,0,0,0,0,0,0,1,1,1,1,0,0
8368,1,1,0,1,0,1,1,1,0,0,1,1
53,1,0,0,1,1,0,0,0,0,1,0,1
2558,0,1,0,1,1,1,1,1,1,1,0,1
8315,0,0,0,1,0,1,1,1,1,0,0,0
2276,0,0,1,1,0,0,0,0,1,0,1,1
4444,0,0,0,1,1,0,1,0,0,0,0,0
7827,0,1,1,1,1,1,0,1,0,0,1,0
3263,0,0,0,1,1,0,0,0,0,0,0,1
2543,0,0,0,1,0,1,1,0,1,1,1,0
7411,1,0,1,1,0,0,0,0,0,1,1,1
1938,0,1,0,0,1,0,1,1,0,1,0,1
2549,1,1,1,1,1,1,0,0,0,0,0,0
1508,0,1,0,1,1,0,0,0,0,0,0,1
3090,0,1,1,1,0,1,0,1,0,0,0,0
6545,0,0,0,1,0,0,0,0,1,0,1,1
8210,1,0,1,1,0,1,0,1,0,1,0,1
2877,1,1,0,1,1,0,1,0,0,0,0,1
1984,0,0,0,1,0,1,0,0,0,1,0,1
5759,0,0,0,1,0,1,0,1,0,1,1,1
7888,0,0,0,1,1,0,1,0,0,0,0,0
6046,0,0,0,1,0,0,1,1,0,0,1,0
1050,0,1,0,1,0,0,0,0,0,0,0,0
4058,0,0,0,1,0,0,0,1,1,1,1,0
728,0,0,0,1,0,0,1,0,0,1,0,0
3704,0,1,0,1,0,0,0,1,0,0,0,1
5437,0,1,1,0,0,0,1,0,1,0,0,1
1826,0,1,1,1,0,0,0,1,1,1,1,0
8497,0,1,0,1,0,0,1,1,1,0,1,0
3900,0,0,0,1,1,1,0,1,0,0,0,1
4015,0,0,0,1,0,0,0,1,1,1,0,1
2879,0,1,0,1,1,0,0,0,1,1,0,1
2375,0,0,0,1,0,0,0,0,1,1,0,1
3988,0,0,0,0,1,0,0,1,1,1,1,0
215,0,1,1,1,0,0,0,0,1,1,0,0
8832,0,0,0,1,0,0,1,0,1,0,0,0
9758,0,0,0,1,0,0,1,0,0,0,0,1
278,0,1,0,1,0,0,1,0,1,0,0,1
8724,0,0,1,1,0,1,1,0,0,1,0,0
3308,0,0,1,1,1,0,0,0,1,1,1,0
6517,0,0,0,0,1,1,0,0,0,1,1,1
6875,0,0,1,1,1,1,1,1,0,0,0,1
1799,0,1,1,1,0,0,0,0,0,1,1,1
1934,0,0,1,0,0,1,0,1,0,1,1,1
2053,1,1,0,1,1,0,0,0,1,1,0,1
6327,0,1,1,1,1,0,1,1,1,0,1,1
549,0,1,1,1,1,1,1,0,0,0,0,1
520,0,1,0,1,0,0,0,1,1,0,1,1
9618,0,0,0,0,1,0,1,0,0,0,0,0
804,0,1,1,1,0,1,1,1,1,0,1,0
6771,0,1,0,1,1,0,0,1,0,0,1,0
6745,0,1,1,1,1,0,1,0,0,1,0,0
7246,0,0,0,1,0,0,1,1,0,0,1,1
2090,0,0,0,1,1,0,0,1,0,0,1,0
795,0,0,1,1,0,0,1,0,1,1,0,1
1892,0,0,0,1,0,0,0,0,0,1,1,0
8987,0,0,0,1,0,1,0,0,0,1,0,1
664,0,1,1,1,0,1,1,1,1,0,0,0
2572,0,1,0,1,0,0,1,0,1,0,1,0
8604,0,0,0,1,0,0,0,1,0,0,1,1
2795,0,1,1,1,0,1,0,1,0,0,1,1
5844,1,1,1,1,0,1,0,0,0,0,0,0
1632,1,1,1,0,0,1,1,0,0,0,1,1
1011,0,1,1,1,0,0,0,0,0,1,0,0
1867,0,0,0,1,0,1,1,0,1,0,0,1
620,0,1,0,1,1,1,0,0,0,1,1,1
389,0,0,0,1,0,1,1,0,1,0,1,1
727,0,1,1,1,0,0,0,0,1,1,0,0
7890,0,0,0,1,0,1,0,1,0,1,1,1
2490,0,0,1,1,0,0,0,1,1,1,1,1
3674,0,1,0,0,1,0,0,0,0,0,0,1
6805,0,1,0,0,1,0,0,0,1,0,1,1
5680,0,1,1,1,0,0,1,0,0,0,0,0
4725,0,1,1,1,0,1,0,0,1,1,0,1
4715,0,0,0,0,0,1,0,0,0,0,0,1
3165,0,1,1,1,1,1,1,0,1,1,0,0
9119,0,1,1,1,1,0,0,0,1,0,0,0
1018,0,0,0,1,1,0,1,1,1,1,1,1
3757,1,1,1,1,0,0,1,0,0,0,0,1
3879,0,0,0,1,1,1,0,0,1,1,1,1
7053,0,1,1,0,0,1,0,0,1,1,0,1
268,0,0,0,0,1,0,0,0,0,1,1,0
109,0,0,0,1,1,0,0,1,1,1,0,1
6624,0,1,1,0,0,0,0,1,0,0,1,0
4144,0,0,0,0,0,0,0,0,0,1,0,1
3399,1,0,0,1,1,0,0,1,0,1,1,1
4411,0,0,0,1,1,0,0,1,1,0,0,0
9995,0,1,1,1,1,0,1,1,0,0,0,0
4787,0,0,0,1,1,0,0,1,1,1,1,0
6002,0,0,0,1,0,0,1,1,0,1,0,1
4392,1,1,1,1,1,0,1,1,1,0,0,1
8036,0,0,0,1,1,1,0,1,0,1,0,0
3329,0,1,0,1,1,0,0,0,1,1,0,1
6593,0,1,0,1,1,0,0,1,0,1,0,1
6947,0,0,1,1,0,0,1,1,0,0,1,1
9442,0,1,0,1,1,1,1,1,1,0,0,1
6700,0,0,0,1,0,0,0,0,1,1,1,1
9037,0,1,0,0,1,1,0,0,0,0,0,0
7433,1,1,0,1,0,1,0,1,0,1,1,1
4214,0,1,0,1,0,1,0,0,0,0,1,0
4014,0,0,0,1,1,0,1,1,0,0,1,1
2902,0,0,0,1,0,0,1,1,0,0,1,1
6513,1,0,1,1,0,1,1,0,0,0,0,1
5766,1,0,0,1,0,0,1,0,0,0,0,1
4347,1,0,0,1,1,0,1,0,0,1,0,0
5429,0,0,0,1,0,0,0,0,0,0,0,1
4162,0,1,1,1,0,0,0,1,0,1,1,1
2767,0,0,0,1,0,0,1,1,0,1,0,1
9979,0,0,0,1,1,0,0,0,0,1,1,0
8842,0,1,0,1,0,0,1,0,1,0,0,1
4643,1,1,0,1,1,0,0,0,0,0,0,1
4306,0,0,0,1,0,1,1,0,0,0,1,1
4900,0,1,0,1,1,0,1,0,1,1,1,1
5040,0,0,0,1,0,0,0,1,0,1,0,0
4206,0,0,0,1,0,0,0,1,0,0,0,1
6266,0,0,0,1,0,0,1,0,1,0,1,1
8890,1,0,0,1,1,0,0,1,0,1,1,0
8338,0,0,0,1,1,0,0,1,0,0,0,0
3474,0,1,0,1,0,0,0,0,0,0,0,0
6937,0,0,0,1,1,0,1,0,1,1,0,1
1694,0,0,0,1,1,0,0,0,0,0,0,1
3357,0,0,0,1,0,0,1,0,1,0,1,0
8956,1,0,0,1,1,0,0,1,0,1,1,0
2289,0,1,0,1,0,0,1,1,0,1,0,0
5757,1,0,0,1,0,0,1,0,0,0,0,1
9277,0,1,0,1,1,0,0,1,1,1,0,1
5940,0,0,1,0,0,0,0,1,0,1,0,1
3789,0,1,1,1,0,0,0,1,1,1,1,1
6420,1,0,0,1,0,0,1,0,0,1,0,0
7957,0,1,0,1,0,0,1,0,0,0,1,0
8603,0,1,1,1,1,0,1,0,0,1,0,0
6563,1,1,0,1,0,1,0,0,0,1,1,0
8172,0,1,0,1,1,1,1,1,1,1,0,1
6023,0,0,0,1,1,1,0,0,0,0,0,1
2824,0,1,1,1,1,0,1,0,0,1,0,1
608,0,1,1,1,1,0,0,0,0,1,1,1
8798,0,0,0,1,0,0,1,0,0,1,0,1
7598,0,0,0,1,0,1,1,1,0,0,0,0
8615,1,0,1,1,1,0,0,0,0,1,1,0
6377,0,1,1,1,1,1,0,0,0,0,0,1
4064,1,1,0,1,1,1,1,0,0,1,1,1
3493,0,0,1,1,1,0,0,0,0,0,1,0
4174,0,0,1,0,0,0,0,1,0,1,0,1
3378,0,0,0,1,1,1,1,0,0,0,0,1
881,0,1,1,1,0,0,0,1,1,0,1,1
2638,0,0,0,1,0,1,1,0,1,0,1,0
8525,0,0,1,0,0,1,1,1,0,0,1,1
1107,0,0,0,1,1,0,0,0,1,1,0,0
9038,1,1,0,1,1,0,0,0,0,0,1,0
6574,0,0,0,1,0,0,1,0,1,1,0,1
7717,0,0,0,1,1,0,1,0,0,0,1,0
2836,0,0,0,0,0,1,1,0,1,0,1,1
3869,0,1,0,1,1,0,1,0,1,1,1,0
6157,0,1,0,1,0,1,0,0,0,0,1,0
903,0,1,0,1,1,1,0,0,0,0,0,1
8412,0,1,0,1,1,0,0,1,0,0,0,1
5836,0,0,1,1,1,0,0,1,1,1,1,1
7891,0,1,0,1,0,1,0,1,1,0,1,0
8559,0,1,0,1,0,1,1,0,0,1,1,1
2834,0,1,1,1,1,1,0,1,0,1,0,1
5646,0,1,1,1,0,0,0,0,1,1,1,1
541,0,0,0,1,1,0,1,0,0,0,0,1
4455,1,0,0,1,0,1,1,1,1,0,1,1
3773,0,1,1,1,1,0,1,1,0,0,1,1
7796,0,1,1,1,1,0,1,1,1,1,1,0
6299,0,0,0,1,1,1,0,1,0,1,0,0
7791,0,0,1,1,0,1,0,0,0,0,0,0
6361,0,0,0,0,1,0,1,0,0,1,0,1
1201,0,1,1,1,0,0,0,0,0,0,0,1
8045,0,1,0,1,0,0,1,0,0,1,1,1
2340,0,1,1,1,0,0,1,0,0,1,0,1
6422,0,0,0,1,0,1,0,0,0,1,1,1
1972,1,1,1,1,1,0,0,0,0,1,1,1
2697,0,1,0,1,1,1,1,1,0,0,1,1
705,0,1,0,1,1,1,0,1,0,1,0,1
3049,0,1,0,1,1,0,1,1,1,0,0,1
3516,0,1,1,1,1,0,1,0,1,0,0,0
3395,1,1,1,1,0,0,1,1,1,0,1,1
8136,0,1,1,1,0,1,0,1,0,1,0,0
4428,0,0,0,1,0,1,0,1,1,1,1,0
3458,1,1,0,1,1,0,0,0,1,0,0,1
5034,0,0,0,1,0,0,0,1,1,1,1,1
4362,0,0,0,1,1,1,0,0,1,0,1,1
7330,0,1,0,1,1,1,0,1,1,1,0,0
4753,0,1,1,1,0,0,0,0,0,1,1,1
2223,0,1,0,1,1,0,0,1,0,1,0,0
9333,0,1,0,1,0,0,0,1,0,1,0,0
344,0,0,1,0,0,0,1,0,1,0,0,1
1312,0,0,0,1,0,0,0,1,0,1,0,1
394,0,0,0,1,0,0,0,1,1,1,1,1
6901,1,0,0,0,1,0,1,1,0,1,0,1
6091,0,0,0,1,1,0,0,1,0,1,0,0
3228,0,1,1,1,1,1,1,1,0,1,1,0
7093,0,0,0,1,0,1,1,0,1,1,1,1
3018,0,1,0,1,1,1,0,0,0,0,1,1
5433,0,0,1,1,0,1,0,0,1,1,0,1
1633,0,1,0,1,0,1,0,1,0,1,1,1
4484,1,0,0,1,1,1,1,1,1,0,1,1
9132,1,0,0,1,1,0,0,0,1,1,1,1
11,0,1,0,1,0,0,0,1,0,1,0,0
